"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"62","영화상영관","03_13_02_P","3410000","CDFF4220002002000008","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 8관","20180524204411","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"63","영화상영관","03_13_02_P","3410000","CDFF4220002002000009","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 9관","20180524204537","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"64","영화상영관","03_13_02_P","3410000","CDFF4220002002000001","20020626","","01","영업/정상","13","영업중","","","","","422-0900","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 1관","20181026094646","U","2018-10-28 02:36:30.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"65","영화상영관","03_13_02_P","3410000","CDFF4220002002000002","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 2관","20181026094819","U","2018-10-28 02:36:30.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"66","영화상영관","03_13_02_P","3410000","CDFF4220002002000003","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 3관","20180524203839","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"67","영화상영관","03_13_02_P","3410000","CDFF4220002002000004","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 4관","20180524203945","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"68","영화상영관","03_13_02_P","3410000","CDFF4220002002000005","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 5관","20180524204046","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"69","영화상영관","03_13_02_P","3410000","CDFF4220002002000006","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 6관","20180524204157","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"70","영화상영관","03_13_02_P","3410000","CDFF4220002002000007","20020626","","01","영업/정상","13","영업중","","","","","257-2041","","","대구광역시 중구 종로1가 29-4번지","대구광역시 중구 국채보상로 547 (종로1가)","41919","롯데시네마 프리미엄 만경관 7관","20180524204301","I","2018-08-31 23:59:59.0","","343571.965699","264582.776251","영화상영관","영화상영관","","","","","9","","","1","","","","","","","","","","","","","","","","","","영화관","","20020626","",
"71","영화상영관","03_13_02_P","3410000","CDFF4220002011000001","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제1관","20210423181220","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","10","","","","","2","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"72","영화상영관","03_13_02_P","3410000","CDFF4220002011000002","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제2관","20210423181315","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"73","영화상영관","03_13_02_P","3410000","CDFF4220002011000003","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제3관","20210423181342","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"74","영화상영관","03_13_02_P","3410000","CDFF4220002011000004","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제4관","20210423181420","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"75","영화상영관","03_13_02_P","3410000","CDFF4220002011000005","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제5관","20210423181559","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"76","영화상영관","03_13_02_P","3410000","CDFF4220002011000006","20110816","","01","영업/정상","13","영업중","","","","","428-9320","","","대구광역시 중구 계산동2가 200","대구광역시 중구 달구벌대로 2077 (계산동2가)","41936","CGV대구현대 제6관","20210423181624","U","2021-04-25 02:40:00.0","","343588.735555","264119.01075","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20110816","",
"77","영화상영관","03_13_02_P","3410000","CDFF4220002014000004","20140123","","01","영업/정상","13","영업중","","","","","0534315609","","","대구광역시 중구 남일동 65-1","대구광역시 중구 중앙대로 412 (남일동)","41937","CGV대구아카데미제5관","20210423100532","U","2021-04-25 02:40:00.0","","343908.683407","264477.417036","영화상영관","","9","","","","5","","","","","","","","","","","","","","","","","","","","","영화관","","20140123","",
"78","영화상영관","03_13_02_P","3410000","CDFF4220002014000005","20140123","","01","영업/정상","13","영업중","","","","","0534315609","","","대구광역시 중구 남일동 65-1","대구광역시 중구 중앙대로 412 (남일동)","41937","CGV대구아카데미제6관","20210423101009","U","2021-04-25 02:40:00.0","","343908.683407","264477.417036","영화상영관","","9","","","","7","","","","","","","","","","","","","","","","","","","","","영화관","","20140123","",
"79","영화상영관","03_13_02_P","3410000","CDFF4220002014000006","20140123","","01","영업/정상","13","영업중","","","","","0534315609","","","대구광역시 중구 남일동 65-1","대구광역시 중구 중앙대로 412 (남일동)","41937","CGV대구아카데미제7관","20210423101052","U","2021-04-25 02:40:00.0","","343908.683407","264477.417036","영화상영관","","9","","","","7","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20140123","",
"80","영화상영관","03_13_02_P","3410000","CDFF4220002014000007","20140123","","01","영업/정상","13","영업중","","","","","0534315609","","","대구광역시 중구 남일동 65-1","대구광역시 중구 중앙대로 412 (남일동)","41937","CGV대구아카데미제1관(아트하우스)","20210802104200","U","2021-08-04 02:40:00.0","","343908.683407","264477.417036","영화상영관","","9","","","","3","","","","","","","","","","","","","","","","","","","","","영화관","","20140123","",
"81","영화상영관","03_13_02_P","3410000","CDFF4220002008000001","20080516","","01","영업/정상","13","영업중","","","","","427-8091","","","대구광역시 중구 동성로2가 66-1","대구광역시 중구 동성로2길 95 (동성로2가)","41938","롯데시네마 동성로 제1관(샤롯데관)","20211216134100","U","2021-12-18 02:40:00.0","","344128.875507","264507.156679","영화상영관","영화상영관","14","","","","5","","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20080516","중심상업지역",
"82","영화상영관","03_13_02_P","3410000","CDFF4220002008000002","20080516","","01","영업/정상","13","영업중","","","","","427-8091","","","대구광역시 중구 동성로2가 66-1","대구광역시 중구 동성로2길 95 (동성로2가)","41938","롯데시네마 동성로 제2관","20211216134344","U","2021-12-18 02:40:00.0","","344128.875507","264507.156679","영화상영관","영화상영관","14","","","","5","","문화시설","1","","","","","","","","","","","","","","","","","","영화관","","20080516","중심상업지역",
"83","영화상영관","03_13_02_P","3410000","CDFF4220002008000003","20080516","","01","영업/정상","13","영업중","","","","","427-8091","","","대구광역시 중구 동성로2가 66-1","대구광역시 중구 동성로2길 95 (동성로2가)","41938","롯데시네마 동성로 제3관","20211216134559","U","2021-12-18 02:40:00.0","","344128.875507","264507.156679","영화상영관","영화상영관","14","","","","5","","","","","","","","","","","","","","","","","","","","","영화관","","20080516","중심상업지역",
